INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
338487	CCMSLIB00003136628	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
335652	CCMSLIB00000578397	quercetin-3-O-glc-1-3-rham-1-6-glucoside	XEFNBVWDOQCMSG	Tags Present	Check Current Tags and Add if Incomplete																	food			
331911	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
340471	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
330276	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
82256	CCMSLIB00000847457	NCGC00169717-02!(E)-1-(4-hydroxy-3-methoxyphenyl)tetradec-4-en-3-one	FADFGCOCHHNRHF	Tags Missing	Add Tags																				
233508	CCMSLIB00004692123	3,4-di-O-galloylquinic acid	SKUCQDOSGKINGP	Tags Missing	Add Tags																				
330085	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
360337	CCMSLIB00003498362	1-Palmitoyl-sn-glycero-3-phosphocholine	ASWBNKHCZGQVJV	Tags Missing	Add Tags																				
329743	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
69823	CCMSLIB00003137533	Spectral Match to Sucrose from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	CZMRCDWAGMRECN		Tags Present	Check Current Tags and Add if Incomplete													food			
329979	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
338415	CCMSLIB00005436352	(2-{[3-(hexadecanoyloxy)-2-[icosa-5,8,11,14-tetraenoyloxy]propyl phosphonato]oxy}ethyl)trimethylazanium	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
285311	CCMSLIB00000845245	NCGC00385380-01!3-[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	UTECWQIXBMWRRR	Tags Missing	Add Tags																				
200450	CCMSLIB00003236430	Astragalin	JPUKWEQWGBDDQB	Tags Present	Check Current Tags and Add if Incomplete																	food			
276563	CCMSLIB00004706136	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	YNMFDPCLPIMRFD	Tags Missing	Add Tags																				
329898	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
2299	CCMSLIB00003399310	Isoimperatorin	IGWDEVSBEKYORK	Tags Present	Check Current Tags and Add if Incomplete																	food			
338341	CCMSLIB00003138799	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
211758	CCMSLIB00000213857	Massbank:FIO00197 Myricitrin	DCYOADKBABEMIQ	Tags Present	Check Current Tags and Add if Incomplete																	food			
331279	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
329895	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
6557	CCMSLIB00003135975	Spectral Match to Leu-Pro from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	VTJUNIYRYIAIHF		Tags Missing	Add Tags																
275746	CCMSLIB00003703942	2-(5-Oxovaleryl)phosphatidylcholine	RKIDALSACBQVTN	Tags Missing	Add Tags																				
331437	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
49156	CCMSLIB00003442379	Quercetin	REFJWTPEDVJJIY	Tags Present	Check Current Tags and Add if Incomplete																	food			
338464	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
212785	CCMSLIB00003332422	Lyso-sphingomyelin	JLVSPVFPBBFMBE	Tags Missing	Add Tags																				
331518	CCMSLIB00003136135	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
16445	CCMSLIB00003736380	Glu-Leu	YBAFDPFAUTYYRW	Tags Missing	Add Tags																				
347698	CCMSLIB00003201307	Maltopentaose	FJCUPROCOFFUSR	Tags Missing	Add Tags																				
36924	CCMSLIB00003138056	Spectral Match to (-)-Epicatechin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PFTAWBLQPZVEMU		Tags Present	Check Current Tags and Add if Incomplete													food			food consumption_cocoa|food consumption_pome fruits|food consumption_tea
338369	CCMSLIB00003268317	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
265819	CCMSLIB00003140015	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FATBGEAMYMYZAF		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
330089	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
331354	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
331480	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
365180	CCMSLIB00005721177	NCGC00385836-01!3-[[(2R,3S,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid [IIN-based on: CCMSLIB00000846043]	NBQPHANHNTWDML	Tags Missing	Add Tags																				
329551	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
339706	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
275931	CCMSLIB00000579221	Hexanoside of (iso)vitexin	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
261207	CCMSLIB00005721306	NCGC00384671-01!2-[4-[3-[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-7-hydroxy-2,3-dihydrochromen-4-one [IIN-based: Match]	FTVKHUHJWDMWIR	Tags Missing	Add Tags																				
21472	CCMSLIB00000479577	Adenosine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	OIRDTQYFTABQOQ		Tags Present	Check Current Tags and Add if Incomplete													bacterial|human|mice			
338421	CCMSLIB00003136628	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
16465	CCMSLIB00003736380	Glu-Leu	YBAFDPFAUTYYRW	Tags Missing	Add Tags																				
285588	CCMSLIB00003138433	Spectral Match to Glycerol 1-myristate from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	DCBSHORRWZKAKO		Tags Missing	Add Tags																
329830	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
339693	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
330199	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
199708	CCMSLIB00000848637	NCGC00169746-02!(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid	JBFOLLJCGUCDQP	Tags Present	Check Current Tags and Add if Incomplete																	food			
220533	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
329119	CCMSLIB00000845189	NCGC00384983-01!3-[(2S,4S,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	MFIXKYXSBNIMPX	Tags Present	Check Current Tags and Add if Incomplete																	food			
329815	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
338406	CCMSLIB00003268315	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
69516	CCMSLIB00000539139	Pyochelin	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	NYBZAGXTZXPYND		Tags Present	Check Current Tags and Add if Incomplete													bacterial	1203578|Pseudomonas sp. HPB0071		
339548	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
338789	CCMSLIB00003268317	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
289401	CCMSLIB00000846051	NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone	MIZMDSVSLSIMSC	Tags Present	Check Current Tags and Add if Incomplete																	fungal			
329753	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
330538	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
230676	CCMSLIB00003182953	Biotin	YBJHBAHKTGYVGT	Tags Present	Check Current Tags and Add if Incomplete																	food|vitamin			food consumption_vitamins
338722	CCMSLIB00003136628	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
341140	CCMSLIB00003268373	1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine	FORFDCPQKJHEBF	Tags Missing	Add Tags																				
331270	CCMSLIB00003136135	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
305473	CCMSLIB00003201122	Lactitol	VQHSOMBJVWLPSR	Tags Present	Check Current Tags and Add if Incomplete																	food|food_additive			
200503	CCMSLIB00003136634	Spectral Match to Astragalin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	JPUKWEQWGBDDQB		Tags Present	Check Current Tags and Add if Incomplete													food			
211830	CCMSLIB00003134562	Spectral Match to Delphinidin 3-O-glucoside cation from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XENHPQQLDPAYIJ		Tags Present	Check Current Tags and Add if Incomplete													food			
150075	CCMSLIB00003138547	Spectral Match to Dioctyl phthalate from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	MQIUGAXCHLFZKX		Tags Present	Check Current Tags and Add if Incomplete													dissolvedorganicmatter_water_saline|environmental|synthetic			household product exposure|polymer exposure|products containing plasticizers
234695	CCMSLIB00005465583	"2-((4R)-4-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"	WBWWGRHZICKQGZ	Tags Present	Check Current Tags and Add if Incomplete																	human			
296694	CCMSLIB00003503822	1-Palmitoyl-2-azelaoylphosphatidylcholine	GHQQYDSARXURNG	Tags Missing	Add Tags																				
335085	CCMSLIB00003503286	1-Hexadecyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine	VYKSGWCIVDQIQR	Tags Missing	Add Tags																				
286506	CCMSLIB00003709333	N-Tetracosenoyl-4-sphingenine	VJSBNBBOSZJDKB	Tags Missing	Add Tags																				
331383	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
340609	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
334282	CCMSLIB00003321106	1-O-Hexadecyl-2-O-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glyceryl-3-phosphorylcholine	YHSSHPWVFALMBA	Tags Missing	Add Tags																				
134528	CCMSLIB00004708213	(Z)-3-(4-hydroxyphenyl)-N-[4-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]amino]butyl]prop-2-enamide	PYVBFDCHJDMSMM	Tags Missing	Add Tags																				
26788	CCMSLIB00003137736	Spectral Match to Leu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	KFKWRHQBZQICHA		Tags Missing	Add Tags																
331258	CCMSLIB00003138482	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
114293	CCMSLIB00003194096	Lactose	GUBGYTABKSRVRQ	Tags Present	Check Current Tags and Add if Incomplete																	food|food_additive		|urine	|food consumption
339716	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
340432	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
338500	CCMSLIB00003138804	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FVXDQWZBHIXIEJ		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
38169	CCMSLIB00004692193	2-[2-(3,4-dimethoxyphenyl)ethyl]-4-methoxy-2,3-dihydropyran-6-one	HEURTYMJWQPWNN	Tags Missing	Add Tags																				
110230	CCMSLIB00000851652	NCGC00386043-01_C21H26O6_Benzenemethanol, alpha-[1-[2,6-dimethoxy-4-(2-propen-1-yl)phenoxy]ethyl]-4-hydroxy-3-methoxy-	ULZFTGWWPHYLGI	Tags Missing	Add Tags																				
3403	CCMSLIB00003328409	Harmine	BXNJHAXVSOCGBA	Tags Missing	Add Tags																				
21434	CCMSLIB00003454709	Adenosine	OIRDTQYFTABQOQ	Tags Present	Check Current Tags and Add if Incomplete	OIRDTQYFTABQOQ		Tags Present	Check Current Tags and Add if Incomplete													bacterial|human|mice			
220445	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
331244	CCMSLIB00003136135	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
331500	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
14812	CCMSLIB00003308965	Palmitamide	HSEMFIZWXHQJAE	Tags Missing	Add Tags																				
265573	CCMSLIB00000850761	NCGC00169074-02_C25H32O13_Methyl (2S,3E,4S)-4-{2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl}-3-ethylidene-2-(beta-D-glucopyranosyloxy)-3,4-dihydro-2H-pyran-5-carboxylate	RFWGABANNQMHMZ	Tags Missing	Add Tags																				
272911	CCMSLIB00004718303	Bilirubin	BPYKTIZUTYGOLE	Tags Present	Check Current Tags and Add if Incomplete																	human			
340460	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
232003	CCMSLIB00003137888	Spectral Match to Malvidin 3-O-galactoside cation from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PXUQTDZNOHRWLI		Tags Missing	Add Tags	food															
34911	CCMSLIB00000846428	NCGC00016467-11!2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	IQPNAANSBPBGFQ	Tags Present	Check Current Tags and Add if Incomplete																	food			
329849	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
347759	CCMSLIB00003093176	PC(20:4/20:4); [M+H]+ C48H81N1O8P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
347150	CCMSLIB00000078463	Ammonium Glycyrrhizinate (AMGZ)	ILRKKHJEINIICQ	Tags Present	Check Current Tags and Add if Incomplete																	environmental|personalcareproduct			personal care products
6407	CCMSLIB00003138780	Spectral Match to Ile-Pro from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	BBIXOODYWPFNDT		Tags Missing	Add Tags																
339521	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
338344	CCMSLIB00003268317	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
329527	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
331415	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
340497	CCMSLIB00003585029	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
362381	CCMSLIB00005721776	NCGC00169984-03!(3R,5R)-3,5-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-1,4-dihydroxycyclohexane-1-carboxylic acid [IIN-based on: CCMSLIB00000847509]	KRZBCHWVBQOTNZ	Tags Missing	Add Tags																				
298945	CCMSLIB00000848182	NCGC00385367-01!5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	ZZNVCZGRNCQHCQ	Tags Missing	Add Tags																				
36968	CCMSLIB00003138056	Spectral Match to (-)-Epicatechin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PFTAWBLQPZVEMU		Tags Present	Check Current Tags and Add if Incomplete													food			food consumption_cocoa|food consumption_pome fruits|food consumption_tea
39434	CCMSLIB00000210814	Massbank:EA277010 Aspartame|3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid	IAOZJIPTCAWIRG	Tags Present	Check Current Tags and Add if Incomplete																	food|food_additive			food consumption_sweeteners
